,Frequencia,Amplitude(V)1,Amplitude(V)2
435,-64.5,0.06335750441562972,0.0
436,-63.5,0.06286682783758844,0.0
437,-62.5,0.06239026126095835,0.0
438,-61.5,0.06192732702773627,0.0
439,-60.5,0.06147757576407502,0.0
440,-59.5,0.06104058418800905,0.0
441,-58.5,0.060615953136891276,0.0
442,-57.5,0.060203305787878886,0.0
443,-56.5,0.059802286048599065,0.0
444,-55.5,0.059412557098302184,0.0
445,-54.5,0.059033800062484335,0.0
446,-53.5,0.058665712806220946,0.0
447,-52.5,0.05830800883337038,0.0
448,-51.5,0.05796041628044053,0.0
449,-50.5,0.05762267699530619,0.0
450,-49.5,0.05729454569216393,0.0
451,-48.5,0.05697578917514058,0.0
452,-47.5,0.05666618562386232,0.0
453,-46.5,0.05636552393506101,0.0
454,-45.5,0.056073603114964295,0.0
455,-44.5,0.05579023171779885,0.0
456,-43.5,0.05551522732624475,0.0
457,-42.5,0.05524841607012533,0.0
458,-41.5,0.054989632180007686,0.0
459,-40.5,0.05473871757273361,0.0
460,-39.5,0.054495521466204254,0.0
461,-38.5,0.05425990002101012,0.0
462,-37.5,0.05403171600673579,0.0
463,-36.5,0.053810838490981346,0.0
464,-35.5,0.053597142549326564,0.0
465,-34.5,0.05339050899463644,0.0
466,-33.5,0.053190824124251676,0.0
467,-32.5,0.052997979483744594,0.0
468,-31.5,0.05281187164603864,0.0
469,-30.5,0.052632402004799995,0.0
470,-29.5,0.05245947658110316,0.0
471,-28.5,0.05229300584246434,0.0
472,-27.5,0.05213290453341061,0.0
473,-26.5,0.0519790915168277,0.0
474,-25.5,0.05183148962539233,0.0
475,-24.5,0.05169002552245373,0.0
476,-23.5,0.05155462957178285,0.0
477,-22.5,0.05142523571565589,0.0
478,-21.5,0.05130178136078307,0.0
479,-20.5,0.0511842072716344,0.0
480,-19.5,0.05107245747075075,0.0
481,-18.5,0.05096647914566339,0.0
482,-17.5,0.050866222562074605,0.0
483,-16.5,0.05077164098298331,0.0
484,-15.5,0.050682690593463704,0.0
485,-14.5,0.05059933043083088,0.0
486,-13.5,0.05052152231994954,0.0
487,-12.5,0.05044923081346369,0.0
488,-11.5,0.050382423136743015,0.0
489,-10.5,0.050321069137363506,0.0
490,-9.5,0.050265141238952066,0.0
491,-8.5,0.05021461439924665,0.0
492,-7.5,0.05016946607223299,0.0
493,-6.5,0.050129676174239086,0.0
494,-5.5,0.05009522705387643,0.0
495,-4.5,0.05006610346573509,0.0
496,-3.5,0.05004229254774867,0.0
497,-2.5,0.05002378380215938,0.0
498,-1.5,0.05001056908002286,0.0
499,-0.5,0.05000264256920625,0.0
500,0.5,0.05000000078584113,0.0
501,1.5,0.050002642569206265,0.0
502,2.5,0.05001056908002281,0.0
503,3.5,0.050023783802159404,0.0
504,4.5,0.0500422925477487,0.0
505,5.5,0.05006610346573513,0.0
506,6.5,0.05009522705387646,0.0
507,7.5,0.050129676174239184,0.0
508,8.5,0.05016946607223299,0.0
509,9.5,0.05021461439924661,0.0
510,10.5,0.05026514123895214,0.0
511,11.5,0.05032106913736349,0.0
