,Tempo,Frequencia,m,Mf
85,-2.914572864321606,-0.36432160804020075,1,0.04283657569731187
86,-2.713567839195978,-0.33919597989949724,1,0.0
87,-2.5125628140703498,-0.3140703517587937,1,0.04931275394949859
88,-2.3115577889447216,-0.2889447236180902,1,0.0
89,-2.1105527638190935,-0.2638190954773867,1,0.05816351032924943
90,-1.9095477386934654,-0.23869346733668317,1,0.0
91,-1.7085427135678373,-0.21356783919597966,1,0.07097170026469228
92,-1.5075376884422091,-0.18844221105527614,1,0.0
93,-1.306532663316581,-0.16331658291457263,1,0.0911292001614984
94,-1.105527638190953,-0.1381909547738691,1,0.0
95,-0.9045226130653248,-0.1130653266331656,1,0.12745494843182376
96,-0.7035175879396967,-0.08793969849246208,1,0.0
97,-0.5025125628140685,-0.06281407035175857,1,0.2122851509581681
98,-0.3015075376884404,-0.03768844221105505,1,0.0
99,-0.10050251256281229,-0.012562814070351536,1,0.6366459530600055
100,0.10050251256281584,0.01256281407035198,1,1.0
101,0.30150753768844396,0.037688442211055495,1,0.6366459530600056
102,0.5025125628140721,0.06281407035175901,1,0.0
103,0.7035175879397002,0.08793969849246253,1,0.21228515095816813
104,0.9045226130653283,0.11306532663316604,1,0.0
105,1.1055276381909565,0.13819095477386956,1,0.12745494843182376
106,1.3065326633165846,0.16331658291457307,1,0.0
107,1.5075376884422127,0.1884422110552766,1,0.0911292001614984
108,1.7085427135678408,0.2135678391959801,1,0.0
109,1.909547738693469,0.23869346733668362,1,0.07097170026469227
110,2.110552763819097,0.26381909547738713,1,0.0
111,2.311557788944725,0.28894472361809065,1,0.05816351032924944
112,2.5125628140703533,0.31407035175879416,1,0.0
113,2.7135678391959814,0.3391959798994977,1,0.049312753949498564
114,2.9145728643216096,0.3643216080402012,1,0.0
115,3.1155778894472377,0.3894472361809047,1,0.04283657569731184
116,3.316582914572866,0.4145728643216082,1,0.0
117,3.517587939698494,0.43969849246231174,1,0.03789701146559783
118,3.718592964824122,0.46482412060301526,1,0.0
119,3.91959798994975,0.48994974874371877,1,0.034008940753618044
120,4.120603015075378,0.5150753768844223,1,0.0
121,4.321608040201006,0.5402010050251258,1,0.030872066268084142
122,4.5226130653266345,0.5653266331658293,1,0.0
123,4.723618090452263,0.5904522613065328,1,0.028290556388915006
124,4.924623115577891,0.6155778894472363,1,0.0
125,5.125628140703519,0.6407035175879399,1,0.026131259297527527
126,5.326633165829147,0.6658291457286434,1,0.0
127,5.527638190954775,0.6909547738693469,1,0.02430048864855296
128,5.728643216080403,0.7160804020100504,1,0.0
129,5.929648241206031,0.7412060301507539,1,0.022730415214619566
130,6.1306532663316595,0.7663316582914574,1,0.0
131,6.331658291457288,0.791457286432161,1,0.021370726325276097
132,6.532663316582916,0.8165829145728645,1,0.0
133,6.733668341708544,0.841708542713568,1,0.020183318280895597
134,6.934673366834172,0.8668341708542715,1,0.0
135,7.1356783919598,0.891959798994975,1,0.019138808554309435
136,7.336683417085428,0.9170854271356785,1,0.0
137,7.537688442211056,0.942211055276382,1,0.018214179214740816
138,7.7386934673366845,0.9673366834170856,1,0.0
139,7.939698492462313,0.9924623115577891,1,0.0173911454973064
140,8.14070351758794,1.0175879396984926,1,0.0
141,8.341708542713569,1.042713567839196,1,0.01665500191065751
142,8.542713567839197,1.0678391959798996,1,0.0
143,8.743718592964825,1.0929648241206031,1,0.01599379040868062
144,8.944723618090453,1.1180904522613067,1,0.0
145,9.145728643216081,1.1432160804020102,1,0.015397690432223667
146,9.34673366834171,1.1683417085427137,1,0.0
147,9.547738693467338,1.1934673366834172,1,0.0148585647358172
148,9.748743718592966,1.2185929648241207,1,0.0
149,9.949748743718594,1.2437185929648242,1,0.014369616493570953
150,10.150753768844222,1.2688442211055277,0,0.0
151,10.35175879396985,1.2939698492462313,0,0.013925127141490131
152,10.552763819095478,1.3190954773869348,0,0.0
153,10.753768844221106,1.3442211055276383,0,0.013520253634400261
154,10.954773869346734,1.3693467336683418,0,0.0
155,11.155778894472363,1.3944723618090453,0,0.013150869998907843
156,11.35678391959799,1.4195979899497488,0,0.0
157,11.557788944723619,1.4447236180904524,0,0.012813442308206776
158,11.758793969849247,1.4698492462311559,0,0.0
159,11.959798994974875,1.4949748743718594,0,0.012504929154097852
160,12.160804020100507,1.5201005025125633,0,0.0
161,12.361809045226131,1.5452261306532664,0,0.012222701770860676
162,12.562814070351763,1.5703517587939704,0,0.0
163,12.763819095477388,1.5954773869346734,0,0.011964479450898067
164,12.96482412060302,1.6206030150753774,0,0.0
165,13.165829145728644,1.6457286432160805,0,0.011728276966140077
166,13.366834170854275,1.6708542713567844,0,0.0
167,13.5678391959799,1.6959798994974875,0,0.011512361494813758
168,13.768844221105532,1.7211055276381915,0,0.0
169,13.969849246231156,1.7462311557788945,0,0.011315217133977491
170,14.170854271356788,1.7713567839195985,0,0.0
171,14.371859296482413,1.7964824120603016,0,0.011135515511904129
172,14.572864321608044,1.8216080402010055,0,0.0
173,14.773869346733669,1.8467336683417086,0,0.010972091341295374
174,14.9748743718593,1.8718592964824126,0,0.0
175,15.175879396984925,1.8969849246231156,0,0.010823922002923935
176,15.376884422110557,1.9221105527638196,0,0.0
177,15.577889447236181,1.9472361809045227,0,0.010690110439989253
178,15.778894472361813,1.9723618090452266,0,0.0
179,15.979899497487438,1.9974874371859297,0,0.010569870790932351
180,16.18090452261307,2.0226130653266337,0,0.0
181,16.381909547738694,2.0477386934673367,0,0.010462516303396471
182,16.582914572864325,2.0728643216080407,0,0.0
183,16.78391959798995,2.0979899497487438,0,0.010367449162320175
184,16.98492462311558,2.1231155778894477,0,0.0
185,17.185929648241206,2.148241206030151,0,0.010284151936652086
186,17.386934673366838,2.1733668341708547,0,0.0
187,17.587939698492463,2.198492462311558,0,0.010212180406265668
188,17.788944723618094,2.2236180904522618,0,0.0
189,17.98994974874372,2.248743718592965,0,0.010151157576625006
190,18.19095477386935,2.273869346733669,0,0.0
191,18.391959798994975,2.298994974874372,0,0.010100768726137842
192,18.592964824120607,2.324120603015076,0,0.0
193,18.79396984924623,2.349246231155779,0,0.010060757361862918
194,18.994974874371863,2.374371859296483,0,0.0
195,19.195979899497488,2.399497487437186,0,0.010030921984828264
196,19.39698492462312,2.42462311557789,0,0.0
197,19.597989949748744,2.449748743718593,0,0.010011113587852434
198,19.798994974874375,2.474874371859297,0,0.0
199,20.0,2.5,0,0.01000123382739762
